;01.01.10;01.01.20;01.02.10;01.02.20;01.02.30;01.02.40;01.03.10;01.03.20;01.03.30;01.04.10;01.20.10;01.20.20;01.61.10;01.81.10;01.81.20;01.82.10;01.82.20;01.82.30;01.83.10;01.83.20;01.83.30;01.84.10;01.85.10;01.86.10;01.88.10;01.88.20;01.H;02.01.10;02.01.20;02.02.10;02.02.20;02.02.30;02.02.40;02.03.10;02.03.20;02.03.30;02.04.10;02.62.10;02.81.10;02.81.20;02.82.10;02.82.20;02.82.30;02.83.10;02.83.20;02.83.30;02.84.10;02.85.10;02.86.10;02.H;03.01.10;03.01.20;03.02.10;03.02.20;03.02.30;03.02.40;03.03.10;03.03.20;03.03.30;03.04.10;03.62.10;03.81.10;03.81.20;03.82.10;03.82.20;03.82.30;03.83.10;03.83.20;03.83.30;03.84.10;03.85.10;03.86.10;03.H;04.05.10;04.63.10;04.64.10;04.65.10;04.73.10;04.82.10;04.82.20;04.82.30;04.83.10;04.83.20;04.83.30;04.84.10;04.85.10;04.86.10;04.88.10;04.88.20;04.H;05.01.10;05.01.20;05.02.10;05.02.20;05.02.30;05.02.40;05.03.10;05.03.20;05.03.30;05.04.10;05.06.10;05.06.20;05.06.30;05.07.10;05.07.20;05.07.30;05.07.40;05.15.10;05.81.10;05.81.20;05.82.10;05.82.20;05.82.30;05.83.10;05.83.20;05.83.30;05.84.10;05.85.10;05.86.10;05.H;06.08.10;06.08.20;06.08.30;06.81.10;06.81.20;06.82.10;06.82.20;06.82.30;06.83.10;06.83.20;06.83.30;06.84.10;06.85.10;06.86.10;06.88.10;06.88.10;06.H;07.66.20;07.67.10;07.67.20;07.68.10;07.69.10;07.70.10;07.71.10;07.71.20;07.80.10;07.80.20;07.87.10;07.88.10;07.88.20;07.H;08.09.10;08.09.20;08.10.10;08.10.20;08.10.30;08.11.10;08.11.15;08.11.20;08.11.30;08.11.40;08.11.50;08.11.60;08.11.70;08.11.80;08.11.90;08.12.10;08.13.10;08.13.20;08.13.30;08.13.40;08.13.50;08.14.10;08.14.20;08.72.10;08.75.10;08.83.10;08.83.20;08.83.30;08.84.10;08.85.10;08.86.10;08.88.10;08.88.20;08.H;09.01.10;09.01.20;09.02.10;09.02.20;09.02.30;09.02.40;09.03.10;09.03.20;09.03.30;09.81.10;09.81.20;09.82.10;09.82.20;09.82.30;09.83.10;09.83.20;09.83.30;09.84.10;09.85.10;09.86.10;09.89.10;09.H;10.39.10;10.39.20;10.39.30;10.83.10;10.83.20;10.83.30;10.84.10;10.85.10;10.86.10;10.H;11.32.10;11.33.10;11.82.10;11.82.20;11.82.30;11.83.10;11.83.20;11.83.30;11.84.10;11.85.10;11.86.10;11.H;12.35.10;12.35.20;12.35.30;12.35.40;12.35.50;12.35.60;12.35.70;12.36.10;12.82.10;12.82.20;12.82.30;12.83.10;12.83.20;12.83.30;12.85.10;12.86.10;12.H;13.31.10;13.31.20;13.31.30;13.38.10;13.38.20;13.82.10;13.82.20;13.82.30;13.H;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1265;18991210;W;;18991210;Hilsestraat;;19;;;;;;;;;;;;;;;;A;;;;;;18991210;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_557;1937128798;999993380;Nicole Petra;;;Maassen;19770807;0344;6030;V;;;E;;;0344;19940930;PKA;;;;;19770807;19951001;;;;5371971787;999993276;Angélie;;;Holthuizen;19510612;0363;6030;V;19770807;;;0344;19940930;PK;;;;;19770807;19951001;;9439812757;999992442;Hubert Jozef;;;Maassen;19511217;0268;6030;M;19770807;;;0344;19940930;PK;;;;;19770807;19951001;;0001;001;;;;0344;19940930;PK;;;;;19770807;19940930;;;;2630854169;999993719;Reindert;;;Zaal;19800514;0200;6030;M;20040506;0364;6030;;;;;P;0364;5AA0001;;;;;;;;20040506;20040510;;;;;;;;;;;;;;;;;;;;;;19940930;0344;0;;;0003;20210719132009000;P;;;;0518;20010405;W;;20010405;Johan de Wittlaan;Johan de Wittlaan;22;;;;2517JR;'s-Gravenhage;0518010000433263;0518200000433262;;;;;;;;;T;;;;;;20111112;20111112;;;58;5061516531;999991243;Remi;;;Zaal;20020202;0344;6030;;;0518;20020204;PL gerelateerde;;;;;20020204;20020204;;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;20010405;W;;20010405;Johan de Wittlaan;;22;;;;2517JR;;;;;;;;;;;;I;;;;;;20010405;20010405;;;58;5061516531;;Remi;;;Zaal;20020202;0344;6030;0344;1UA0001;;;;;;;;20020202;20020203;;09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0344;19770807;W;;19770807;Plompetorengracht;;9;;;;3512CA;;;;;;;;;;;;A;;;;;;19770807;19940930;;;;9808972138;999992594;Romeo;;;Zaal;20020202;0344;6030;;;0518;20020204;PL gerelateerde;;;;;20020204;20020204;;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9808972138;;Romeo;;;Zaal;20020202;0344;6030;0344;1UA0002;;;;;;;;20020202;20020203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_339;8387296516;999990603;Aişe Çağati;;;Inönü;19760202;Kuşadası;6043;V;;;E;;;0363;19940930;PK;;;;;19900605;19951001;;;;;;Gözde Yağmur Şebnem;;;Albayrak;19420000;Çerkes;6043;V;19760202;;;0363;19940930;PK;;;;;19900605;19940930;;;;Ahmed Bariş;;;Inönü;19420000;Çerkes;6043;M;19760202;;;0363;19940930;PK;;;;;19900605;19940930;;0339;301;;;;0363;19900605;Turks paspoort;;;;;19900605;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19940930;0363;0;;;0005;20160901123600000;P;;;;0363;19900605;B;;20080808;Levantkade;;6;;;;1019BE;;;;;;;;;;6043;19900605;I;;;;;;20080808;20080809;;;58;;;;;;;;;;;;;;;;;;;;;;;21;20110401;20060401;;;;;20060401;20060403;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19900605;W;;19900605;Levantkade;;6;;;;1019BE;;;;;;;;;;6043;19900605;G;;;;;;19900605;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;21;20060401;20010401;;;;;20010520;20010521;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;19900605;;;;;19900605;19960116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_309;5691093083;999992016;Catherine;BS;Van;Nassau la Lecq;19880425;Valleta;7003;V;;;E;;;0518;19940310;PKA;;;;;19880425;19951001;;;;5647214537;999993951;Carolina;BS;Van;Naersen;19551212;Madrid;6037;V;19880425;;;0518;19940310;PL gerelateerde;;;;;19940310;19951001;52;2319451568;999993422;Marcelius Gerardus Franciscus Michaelis Vincentius;B;Van;Nassau la Lecq;19540421;Ankara;6043;M;19880425;;;0518;19940310;PL gerelateerde;;;;;19940310;19951001;53;0068;301;;;;0518;20160817;.;;;;;20160205;20160817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19940310;0518;0;;;0004;20160817000000000;P;;;;0518;20160816;W;;20160816;Ruychrocklaan;Ruychrocklaan;6;;;;2597EN;'s-Gravenhage;0518010000538113;0518200000538112;;;;;;;;;I;;;;;;20160816;20160817;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carolina;BS;Van;Naersen;19551212;Madrid;6037;V;19880425;;;0518;19940310;PK;;;;;19880425;19940310;;;;Marcelius Gerardus Franciscus Michaelis Vincentius;B;Van;Nassau la Lecq;19540421;Ankara;6043;M;19880425;;;0518;19940310;PK;;;;;19880425;19940310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19710712;W;;19920401;Laurierstraat;Laurierstraat;21;;;;2563SB;'s-Gravenhage;0518010000468317;0518200000468316;;;;;;;;;T;;;;;;20111024;20111024;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19710712;W;;19920401;Laurierstraat;;21;;;;2563SB;;;;;;;;;;;;A;;;;;;19920401;19940310;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19710712;W;;19820501;Egelantierstraat;;26;;;;2565XK;;;;;;;;;;;;A;;;;;;19820501;1994031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_597;5716587268;999993768;Hermes;;;Homeros;19971220;0530;6030;M;;;E;0530;1AA0024;;;;;;;;19971220;19971220;;;;8435607371;999990937;Barbara;;;Bultenaar;19800123;0530;6030;V;19971220;0530;1AA0024;;;;;;;;19971220;19971220;;2986307045;999993562;Lennert;;;Lapzwans;19800123;0530;6030;M;19971220;0530;1AA0024;;;;;;;;19971220;19971220;;0001;017;;;;;;;;;;;19971220;19971220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19971220;;0;;;0004;20160901123600000;;;;;0530;19971220;W;;19971220;Jasmijn;;55;;;;3224RC;;;;;;;;;;;;A;;;;;;19971220;19971220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;20021226;20021226;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_613;1905728741;999993823;Soraya;;;Holthuizen;20001012;0415;6030;V;;;E;;;0415;20001016;Minister van Financiën;;;;;20001016;20001016;;;51;6732820781;999990664;Jane Rosetta;;;Braam;19780615;0415;6030;V;20001012;0415;1OA0001;;;;;;;;20001012;20001013;;4723641458;999991607;Willem-Pieter;;;Holthuizen;19760829;0363;6030;M;20001012;0415;1OA0001;;;;;;;;20001012;20001013;;0001;017;;;;;;;;;;;20001012;20001013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20001012;;0;;;0003;20160901171500000;;;;;0599;20021120;W;;20021120;Kralingse Plaslaan;;113;;;;3062CD;;;;;;;;;;;;G;;;;;;20021120;20021121;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1905728741;;Soraya;;;Holthuizen;20001012;0415;6030;V;;;E;0415;1OA0001;;;;;;;;20001012;20001013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0415;20001012;W;;20001012;Gruttolaantje;;4;;;;1121CH;;;;;;;;;;;;A;;;;;;20001012;20001013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_680;8641483280;999992338;Jolanda;;;Mazee;19121212;1810;6030;V;;;E;;;1810;19940808;PKA;;;;;00000000;19950909;;;;2954918197;;Catootje;;;Altena;18810921;0796;6030;V;00000000;;;1810;19940808;PK;;;;;00000000;19940808;;9510482627;;Wessel;;;Kooyman;18801212;0545;6030;M;00000000;;;1810;19940808;PK;;;;;00000000;19940808;;0001;000;;;;;;;;;;;00000000;19940808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19960000;E;20000201;;0;;;0005;20121212000000000;;;;;1999;20121212;;;;;;;;;;;;;;;6039;19960000;89 Woodcote Road;Caversham Heights;RG4 7EZ;;;A;;;;;;19960000;20121212;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1810;00000000;W;;00000000;Leyweg;;61;e;;;2545CC;;;;;;;;;;;;A;;;;;;00000000;19940808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_383;4505353404;999990743;Ŗî Ãō Øū Ŋÿ Ği ŢžŰŲ ŜŞőĠĪ Ŷŵ Ĉŷ;;over 't;T.Śar ŃĆ ĹāÑ ŤÙmön ĊéŴÀŅŇĩ Ļl'ÁÚŘŠĎÉ Pomme-d' Or ĽÒÓĢÛŨ;20100101;0653;6030;V;;;E;0653;1AA0160;;;;;;;;20100101;20100104;;;;6216781931;999994128;Żáïŀëñøŕ Åłéèça Ðëļŧå Źêŗôřėņà Çēĕĺāăęśţe-Ëlīĩşâ-Èŋűğķıį ?gđä Üĝħöý Ŧæňœß ĤĦòńã Œċčąťù  Žóŝd' Ķćõšũů ĒĔźżûü ÏĨŭųġĥì Ŭĸľo ÝY'ĵĉė ŁíŔÖÕú  ;;over 't;T.Śar ŃĆ ĹāÑ ŤÙmön ĊéŴÀŅŇĩ Ļl'ÁÚŘŠĎÉ Pomme-d' Or ĽÒÓĢÛŨ;19870401;0664;6030;V;20100101;0653;1AA0060;;;;;;;;20100101;20100104;;;;;;;;;;;;;0653;1AA0060;;;;;;;;20100101;20100104;;0001;017;;;;;;;;;;;20100101;20100104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20100101;;0;;;0003;20160901171500000;;;;;0653;20100101;W;;20100101;Dubbelstraat;;1;A;;;8561BC;;;;;;;;;;;;G;;;;;;20100101;20100104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_677;4804856929;999993070;Junzhuo;;;Zhang;19780925;Guandong;6022;M;;;E;;;0687;19940930;PKA;;;;;19780925;19951001;;;;;;Deng;;;Nan;19520718;Pingxiang;6022;V;19780925;;;0687;19940930;PK;;;;;19780925;19940930;;;;Qiao;;;Zhang;19501028;Guandong;6022;M;19780925;;;0687;19940930;PK;;;;;19780925;19940930;;0001;027;;;;;;;;;;;19980701;19980702;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19940930;0687;0;;;0002;20160901171500000;P;;;;0599;20011201;W;;20011201;Maurickerf;;36;;;;3077XJ;;;;;;;;;;6022;19930617;I;;;;;;20011201;20011202;;;58;9518676148;999990299;Sunny;;;Tjon á Jon;19990909;a.b. KLM Antonie Fokker 7.00 NB 50.00 WL;9999;;;0518;19991001;PL gerelateerde;;;;;19991001;19991001;;59;;;;;;;;19980701;19980701;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404;;;;;;;;;;20150131;20150131;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0687;19930617;W;;19930617;Beenhouwerssingel;;28;;;;4331MD;;;;;;;;;;6022;19930617;A;;;;;;19930617;19940930;;;;9518676148;;Sunny;;;Tjon á Jon;19990909;a.b. KLM Antonie Fokker 7.00 NB 50.00 WL;9999;0518;1VA0002;;;;;;;;19990909;19990929;;;12;20041101;19971101;;;;;19971101;19971101;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0307;301;;;;;;;;;;;19780925;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;19971101;19951101;;;;;19951101;19951101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_341;2932624385;000009994;Jantje;;;Testing;19960604;0363;6030;M;;;E;;;0363;20071126;Gewijzigde vulling burgerservicenummer;;;;;20071126;20071126;;;51;7640424197;999993203;Dorothea;;;Snijder;19690516;1254;6030;V;19960604;;;0363;20071127;PL gerelateerde;;;;;20071127;20071127;52;;;Jan;;;Testing;19390516;0248;6030;M;19960604;0363;1AA0012;;;;;;;;19960604;19960604;;0001;017;;;;;;;;;;;19960604;19960604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19960604;;0;;;0005;20160901123600000;;;;;0363;19960604;W;Nieuw-Zuid;19960604;Jozef Israëlskade;;469;;;to;1074SW;;;;;;;;;;;;A;;;;;;19960604;19960604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2932624385;;Jantje;;;Testing;19960604;0363;6030;M;;;E;0363;1AA0012;;;;;;;;19960604;19960604;;;;7640424197;;Dorothea;;;Snijder;19690516;1254;6030;V;19960604;0363;1AA0012;;;;;;;;19960604;19960604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_638;7432980461;999991486;Lambertus;;du;Burck;19250401;0771;6030;M;;;E;;;0599;19940930;PKA;;;;;19250401;19951001;;;;3864675131;;Maria Christina;;;Ophuijsen;18991210;1265;6030;V;19250401;;;0599;19940930;PK;;;;;19250401;19940930;;4504839245;;Johannes Laurens;;du;Burck;19010202;1265;6030;M;19250401;;;0599;19940930;PK;;;;;19250401;19940930;;0001;001;;;;;;;;;;;19250401;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19940930;0599;0;;;0002;20160901171500000;P;;;;0599;19930426;W;;19930426;Albatroslaan;;10;;;;3082ZC;;;;;;;;;;;;A;;;;;;19930426;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_688;5968628254;999994505;Çigdem;;;Kemal;19550305;Istanbul;6043;M;;;E;;;0518;19940501;PKA;;;;;19550305;19940501;;;;;;Lisette;;;Béamont;19020320;Clermont-Ferrand;5002;V;19550305;;;0518;19940501;PK;;;;;19550305;19940501;;;;Guîllaumé;;;Moulin;19030315;Toulon;5002;M;19550305;;;0518;19940501;PK;;;;;19550305;19940501;;0339;301;;;;;;;;;;;19940601;19940605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19940501;0518;0;;;0005;20180517171500000;P;;;;0626;20090928;W;;20090928;Gooiweg;Gooiweg;10;;;;3455FG;Groningen;0626010010016001;0626200010016001;;;;;;;5002;19940501;I;;;;;;20090928;20090928;;;;;;Hélène;;;Dumas;19780723;Narbonne;5002;;;0518;19940501;PK;;;;;19780723;19940501;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_307;1742576363;999991334;Petri;;;Lodygin;19940704;Valleta;7003;M;;;E;;;0518;19940810;PKA;;;;;19940704;19951001;;;;6504167870;999991905;Linda;;;Haglund;19630905;Stockholm;5039;V;19940704;;;0518;19940813;PL gerelateerde;;;;;19940813;19951001;52;;;Joeri;;;Lodygin;19601007;Valleta;7003;M;19940704;;;0518;19940810;PK;;;;;19940704;19940810;;0068;301;;;;0518;20160817;.;;;;;20150205;20160817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19940810;0518;0;;;0006;20160817000000000;P;;;;0518;20160816;W;;20160816;Sweelinckplein;Sweelinckplein;84;;;;2517GL;'s-Gravenhage;0518010000842214;0518200000842213;;;;;;;;;I;;;;;;20160816;20160817;;;58;;;;;;;;;;;;;;;;;;;;;;;21;20150801;20100727;;;;;20100727;20100816;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Linda;;;Haglund;19630905;Stockholm;5039;V;19940704;;;0518;19940810;PK;;;;;19940704;19940810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19940704;W;;19940704;Korte Beestenmarkt;Korte Beestenmarkt;4;;A;;2512GP;'s-Gravenhage;0518010000478592;0518200000478591;;;;;;;;;T;;;;;;20111024;20111024;;;58;;;;;;;;;;;;;;;;;;;;;;;24;;20010223;;;;;20010223;20010226;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19940704;W;;19940704;Korte Beestenmarkt;;4;;A;;2512GP;;;;;;;;;;;;A;;;;;;19940704;19940810;;;;;;;;;;;;;;;;;;;;;;;;;;98;;19951101;;;;;19951101;20001113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_679;3062304582;999993720;Gezina;;;Boomsma;19700314;0625;6030;V;;;E;;;0226;19940501;PKA;;;;;19700304;19951001;;;;;;Maria Adelheid;;;Schut;19431201;0625;6030;V;19700314;;;0226;19940501;PK;;;;;19700314;19940501;;;;Jan;;;Boomsma;19410830;0202;6030;M;19700314;;;0226;19940501;PK;;;;;19700314;19940501;;0001;001;;;;0226;19940501;PK;;;;;19700314;19940501;;;;1395298142;999991309;Bertje;;;Fruitplukker;19720623;0548;6030;V;19920621;0221;6030;;;;;H;;;0226;19940501;PK;;;;;19920621;19951001;;;;;;;;;;;;;;;;;;;;;;19940501;0226;1;;;0007;20210719111000000;P;;;;0363;20180501;W;;20180501;Burgemeester Röellstraat;Burgemeester RÈoellstraat;1;;;;1064BH;Amsterdam; 0363010000599756;0363200000062087;;;;;;;5010;20180501;I;;;;;;20180501;20180501;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PN;NM1260784;20110503;B0226;20160503;;;;0226;20110510;Aanvraagformulier reisdocument;;;;20110503;20110510;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1999;20160808;;;;;;;;;;;;;;;5010;20160808;Rue du pomme 25;Bruxelles;postcode 1000;;;I;;;;;;20160808;20160808;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0226;19910303;W;;19910303;Remigiusplein;;8;;;;6921BL;;;;;;;;;;;;T;;;;;;20111030;20111030;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
